id	sex	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2007	2008	2009	2010	2011	2012	2013	2014
47937	m	0	0	0	0	0	S	0	F	B	S	0	N	B	B	B	0	B	0	B	B
47938	m	0	0	0	0	0	S	0	0	0	0	0	0	0	0	0	B	0	0	0	0
47939	f	0	0	0	0	0	F	S	0	0	0	0	0	0	0	0	0	0	0	0	0
47941	m	0	0	0	0	0	S	0	S	0	S	A	N	S	0	S	0	0	0	0	0
47942	f	0	0	0	0	0	F	S	0	S	0	S	0	0	0	0	0	0	0	0	0
47943	f	0	0	0	0	0	S	A	B	0	0	0	0	0	0	0	0	0	0	0	0
47944	m	0	0	0	0	0	S	0	S	0	S	0	N	0	0	0	0	0	0	0	0
47945	f	0	0	0	0	0	S	0	S	0	F	S	0	B	0	0	0	0	0	0	0
47946	f	0	0	0	0	0	F	0	B	S	0	F	B	0	S	0	0	0	0	0	0
47947	f	0	0	0	0	0	S	0	F	B	B	B	0	0	0	0	0	0	0	0	0
47949	m	0	0	0	0	0	S	0	B	S	0	F	N	0	S	0	F	0	F	B	B
47950	m	0	0	0	0	F	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47951	m	0	0	0	0	0	S	0	S	0	S	0	N	B	S	0	F	0	B	B	S
47952	f	0	0	0	0	S	0	S	0	S	0	S	0	0	F	0	0	0	0	0	0
47953	m	0	0	0	0	0	S	0	S	A	S	0	N	0	0	0	B	S	0	S	0
47954	f	0	0	0	0	0	S	0	S	A	S	0	N	0	0	0	0	0	0	0	0
47955	m	0	0	0	0	0	S	0	S	0	S	0	N	0	0	0	0	0	0	0	0
47956	m	0	0	0	0	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47957	m	0	0	0	0	S	0	0	0	0	B	0	0	0	0	0	0	0	0	0	0
47958	f	0	0	0	0	S	0	S	0	S	0	B	B	B	0	M	B	F	0	0	0
47959	m	0	0	0	0	S	0	B	B	B	B	S	0	B	0	0	0	0	0	0	0
47960	m	0	0	0	0	0	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0
47961	m	0	0	0	0	F	F	F	F	F	F	F	F	0	0	0	0	0	0	0	0
47963	f	0	0	0	0	S	0	B	S	0	S	A	N	B	B	B	S	0	F	0	0
47964	f	0	0	0	0	0	S	0	S	0	S	0	N	B	F	0	0	0	0	0	0
47966	m	0	0	0	0	0	S	0	B	B	F	S	0	0	0	0	0	0	0	B	0
47967	f	0	0	0	0	0	S	0	F	M	N	0	N	S	0	0	0	0	0	0	0
47969	f	0	0	0	0	0	0	0	F	S	0	F	N	S	0	0	0	0	0	0	0
47970	f	0	0	0	0	0	S	0	S	0	F	S	0	S	0	0	B	N	0	0	0
47971	m	0	0	0	0	0	S	0	S	0	S	0	0	0	0	0	0	0	0	0	0
47972	m	0	0	0	0	0	S	0	S	0	F	S	0	0	B	0	B	B	B	B	B
47974	f	0	0	0	0	0	S	0	F	B	F	S	0	0	S	0	S	0	0	0	0
47975	m	0	0	0	0	S	0	S	0	F	S	0	0	0	0	0	0	0	0	0	0
47976	m	0	0	0	0	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47977	m	0	0	0	0	S	0	F	0	F	0	0	0	0	0	0	0	0	0	0	0
47979	f	0	0	0	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47980	m	0	0	0	0	0	F	S	0	F	S	0	N	F	S	0	B	B	B	B	B
47981	m	0	S	0	B	B	B	B	B	B	B	B	B	0	0	0	0	0	0	0	0
47982	m	0	0	0	0	0	S	0	S	0	0	0	0	0	0	0	0	0	0	0	0
47983	m	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47984	m	0	0	0	0	0	S	0	B	B	B	B	N	B	F	0	0	0	0	0	0
47985	f	0	0	0	0	S	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0
47987	m	0	0	0	0	S	0	B	F	S	0	S	0	0	B	B	B	B	B	B	B
47989	m	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47990	f	0	0	0	0	0	S	0	B	S	0	S	0	B	S	0	B	0	0	0	0
47991	m	0	0	0	0	0	S	0	S	0	S	0	N	B	F	0	0	0	0	0	0
47993	f	0	0	0	0	0	S	0	S	0	B	F	0	0	0	0	0	0	0	0	0
47994	f	0	0	0	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47995	m	0	0	0	0	0	F	0	S	0	S	0	N	B	B	0	B	B	B	0	0
47996	f	0	0	0	0	S	0	0	B	B	S	0	N	F	0	0	0	0	0	0	0
47997	f	0	0	0	0	0	S	0	S	0	S	0	N	S	0	F	F	B	F	0	0
47998	m	0	0	0	0	0	F	0	B	B	B	B	B	B	B	B	B	0	0	0	0
47999	m	0	0	0	0	S	A	F	S	0	S	0	N	B	S	0	B	B	B	B	B
48000	m	0	0	0	0	0	F	B	S	A	S	0	B	F	0	0	0	0	0	0	0
48001	f	0	0	0	0	F	S	0	S	0	S	0	N	B	S	0	S	0	F	S	0
48003	m	0	0	0	0	0	F	S	0	F	S	A	N	S	0	S	0	S	0	F	0
48006	m	0	0	0	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48007	f	0	0	0	0	0	F	0	S	0	S	0	N	0	0	0	0	0	0	0	0
48008	f	0	0	0	0	F	B	S	0	B	B	S	0	0	0	0	0	0	0	0	0
48009	m	0	0	0	0	0	S	0	S	0	S	0	F	0	B	B	S	0	F	S	0
48010	f	0	0	0	0	S	0	S	0	F	0	S	0	0	F	0	0	0	0	0	0
48011	m	0	0	0	0	S	0	S	0	B	S	0	N	B	B	B	B	B	B	B	B
48012	m	0	0	0	0	S	0	S	0	S	0	S	0	B	F	0	B	B	S	0	B
48013	f	0	0	0	0	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48014	f	0	0	0	0	0	S	0	B	S	0	S	0	S	0	S	0	F	0	F	0
48015	f	0	0	0	0	F	0	B	0	0	0	0	0	0	0	0	0	0	0	0	0
48016	m	0	0	0	0	0	S	0	S	0	S	0	N	0	0	0	0	0	0	0	0
48018	m	0	0	0	0	S	0	S	0	S	0	S	0	F	F	F	F	B	F	F	S
48019	f	0	0	0	0	0	S	0	S	0	N	0	N	0	S	0	F	S	0	F	S
48021	f	0	0	0	0	S	0	S	0	S	0	B	N	B	0	0	0	0	0	0	0
48023	m	0	0	0	0	0	F	S	0	0	0	0	0	0	0	0	0	0	0	0	0
48024	m	0	0	0	0	0	F	0	S	0	S	0	N	F	0	0	B	B	B	B	B
48026	m	0	0	0	0	S	A	S	0	B	F	S	0	S	0	0	0	0	0	0	0
48027	m	0	0	0	0	S	0	S	0	B	F	F	0	B	0	0	0	0	0	0	0
48028	m	0	0	0	0	S	0	S	0	S	0	S	0	0	F	0	0	0	0	0	0
48029	m	0	0	0	0	S	0	S	0	S	0	S	0	F	0	0	0	0	0	0	0
48030	m	0	0	0	0	0	F	0	S	0	S	0	N	S	0	S	0	B	0	B	B
48031	m	0	0	0	0	0	0	0	0	S	0	S	0	B	S	A	B	B	F	S	0
48033	f	0	0	0	0	0	S	A	0	F	B	S	0	0	0	0	0	0	0	0	0
48034	m	0	0	0	0	0	S	0	S	0	S	A	N	0	B	B	B	B	S	0	B
48035	f	0	0	0	0	0	0	0	S	0	F	B	N	0	0	0	0	0	0	0	0
48036	m	0	0	0	0	0	F	B	B	B	S	0	0	0	0	0	0	0	0	0	0
48037	f	0	0	0	0	0	S	0	S	0	S	A	N	B	0	0	0	0	0	0	0
48038	f	0	0	0	0	0	S	0	S	0	S	0	N	0	0	0	0	0	0	0	0
48039	m	0	0	0	0	0	S	0	S	A	F	S	0	0	B	B	B	B	S	A	B
48040	m	0	0	0	0	0	S	A	S	0	F	S	0	B	B	B	B	B	B	0	0
48041	m	0	0	0	0	0	S	0	S	A	S	A	N	S	0	S	0	B	B	B	S
48043	f	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48044	m	0	0	0	0	S	0	S	0	0	0	S	0	0	0	0	0	0	0	0	0
48045	f	0	0	0	0	0	S	0	F	0	S	A	N	F	F	0	0	F	0	F	0
48046	m	0	0	0	0	0	0	0	S	0	F	S	0	B	B	S	0	0	0	0	0
48048	m	0	0	0	0	0	S	0	S	0	S	0	N	F	0	0	0	0	0	0	0
48049	m	0	0	0	0	0	S	0	S	0	S	0	N	F	S	0	B	B	B	B	B
48051	f	0	0	0	0	0	S	0	S	0	S	0	N	S	0	B	S	A	F	S	0
48052	m	0	0	0	0	S	0	S	0	F	0	S	0	0	F	0	0	0	0	0	0
48053	m	0	0	0	0	0	F	S	0	F	S	0	N	B	B	B	S	0	S	0	S
48055	m	0	S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48056	f	0	0	0	0	F	T	0	0	B	0	0	0	0	0	0	0	0	0	B	0
48057	f	0	0	0	0	0	0	S	A	S	0	S	0	0	0	0	0	0	0	0	0
48058	f	0	0	0	0	0	F	B	S	0	S	0	B	F	0	B	0	S	0	B	S
48059	m	0	0	0	0	0	0	0	S	A	B	S	0	F	0	F	0	0	0	0	0
48060	f	0	0	0	0	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48064	f	0	0	0	0	0	F	S	0	F	S	0	N	S	0	S	0	0	B	F	0
48065	m	0	0	0	0	0	S	0	S	0	S	0	N	B	0	B	S	0	0	0	0
48066	f	0	0	0	0	0	S	0	S	0	B	S	0	0	0	0	0	0	0	0	0
48068	f	0	0	0	0	S	0	F	S	0	S	0	N	0	S	0	0	B	B	S	0
48069	m	0	0	0	0	0	S	0	S	0	B	S	0	B	B	0	B	B	B	B	S
50201	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50202	u	0	0	0	1	0	0	0	0	0	7	B	B	0	0	0	0	0	0	0	0
50203	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50204	m	0	0	0	1	0	0	0	0	0	0	0	B	B	F	0	0	0	0	0	0
50205	m	0	0	0	1	0	0	0	0	0	7	B	B	B	S	0	B	F	0	0	0
50206	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50207	u	0	0	0	1	0	0	0	0	0	7	B	B	0	0	0	0	0	0	0	0
50208	m	0	0	0	1	0	0	0	0	0	7	B	B	B	F	F	F	F	B	F	S
50210	u	0	0	0	1	0	0	0	0	0	7	B	0	0	0	0	0	0	0	0	0
50211	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50212	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50213	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50214	f	0	0	0	1	0	0	0	0	6	7	S	0	0	0	0	0	0	0	0	0
50215	u	0	0	0	1	0	0	0	0	0	7	B	B	0	0	0	0	0	0	0	0
50216	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50217	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50218	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50219	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50220	u	0	0	0	1	0	0	0	0	0	0	0	B	0	0	0	0	0	0	0	0
50221	f	0	0	0	1	0	0	0	0	0	7	S	A	0	F	0	B	B	S	0	B
50222	f	0	0	0	1	0	0	0	0	0	7	B	B	B	B	B	F	B	S	0	S
50223	u	0	0	0	1	0	0	0	0	0	0	B	B	0	0	0	0	0	0	0	0
50224	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50225	m	0	0	0	1	0	0	0	0	6	7	B	N	0	F	0	0	M	0	B	0
50226	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50227	u	0	0	0	1	0	0	0	0	0	7	B	0	0	0	B	B	B	B	B	B
50228	m	0	0	0	1	0	0	0	0	6	7	B	N	B	S	0	B	S	0	F	0
50229	u	0	0	0	1	0	0	0	0	6	0	B	B	0	0	0	0	0	0	0	0
50230	m	0	0	0	1	0	0	0	0	6	0	B	B	0	B	B	B	S	0	S	0
50231	u	0	0	0	1	0	0	0	0	0	7	B	B	0	0	0	0	0	0	0	0
50232	m	0	0	0	1	0	0	0	0	0	7	B	F	0	0	B	B	0	0	0	0
50233	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50234	f	0	0	0	1	0	0	0	0	0	7	F	B	0	0	0	0	0	0	0	0
50235	f	0	0	0	1	0	0	0	0	0	7	B	N	B	0	0	0	0	0	0	0
50236	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50237	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50238	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50239	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50240	f	0	0	0	1	0	0	0	0	0	0	0	0	F	0	0	0	0	0	0	0
50241	f	0	0	0	1	0	0	0	0	6	7	B	N	0	0	0	0	0	0	0	0
50243	m	0	0	0	1	0	0	0	0	0	7	B	B	B	B	F	0	0	0	0	0
50244	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50245	f	0	0	0	1	0	0	0	0	0	7	S	0	B	S	0	F	0	B	B	B
50247	f	0	0	0	1	0	0	0	0	0	7	S	0	B	B	S	0	0	0	0	0
50248	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50249	u	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
50250	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50251	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50252	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50253	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50254	u	0	0	0	1	0	0	0	0	0	0	B	B	B	B	B	B	B	B	0	0
50255	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50256	u	0	0	0	1	0	0	0	0	0	0	B	N	B	B	B	0	0	0	0	0
50257	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50258	m	0	0	0	1	0	0	0	0	0	7	B	N	B	S	0	S	0	B	B	B
50259	m	0	0	0	1	0	0	0	0	0	7	B	F	S	0	B	B	F	0	0	0
50260	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50261	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50262	f	0	0	0	1	0	0	0	0	0	0	0	0	0	B	0	0	0	0	0	0
50263	m	0	0	0	1	0	0	0	0	0	7	B	N	B	B	F	0	S	0	S	0
50264	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50265	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50266	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50267	u	0	0	0	1	0	0	0	0	0	0	0	N	0	0	0	0	0	0	0	0
50268	m	0	0	0	1	0	0	0	0	0	7	F	0	0	0	0	0	0	0	0	0
50269	u	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
50270	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50271	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50272	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50273	m	0	0	0	1	0	0	0	0	0	0	B	B	0	B	F	S	0	0	0	0
50274	u	0	0	0	1	0	0	0	0	0	7	B	N	0	0	0	0	0	0	0	0
50275	u	0	0	0	1	0	0	0	0	0	0	B	0	0	0	0	0	0	0	0	0
50276	u	0	0	0	1	0	0	0	0	0	0	B	N	B	B	M	0	0	B	B	0
50277	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50278	u	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
50279	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50284	f	0	0	0	0	0	0	0	0	0	0	0	N	0	B	0	B	0	B	F	F
50301	f	0	0	0	1	0	0	0	0	0	7	S	A	B	B	B	F	0	0	0	0
50302	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50303	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50305	u	0	0	0	1	0	0	0	0	0	0	B	0	0	0	0	0	0	0	0	0
50306	m	0	0	0	1	0	0	0	0	0	0	0	B	B	B	S	0	S	0	S	0
50307	u	0	0	0	1	0	0	0	0	6	0	0	0	0	N	0	0	0	0	0	N
50308	u	0	0	0	1	0	0	0	0	0	0	0	B	0	0	0	0	0	0	0	0
50309	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50310	u	0	0	0	1	0	0	0	0	0	0	B	B	0	B	0	B	B	0	B	B
50311	u	0	0	0	1	0	0	0	0	6	7	B	B	B	B	B	B	0	B	0	B
50312	u	0	0	0	1	0	0	0	0	0	0	B	B	B	B	B	B	B	B	B	B
50313	u	0	0	0	1	0	0	0	0	0	0	B	0	B	0	0	0	0	0	0	0
50314	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50316	f	0	0	0	1	0	0	0	0	6	7	S	0	0	0	S	0	0	0	0	0
50317	m	0	0	0	0	0	0	0	0	0	0	F	0	F	B	S	0	S	0	B	S
50318	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50319	u	0	0	0	1	0	0	0	0	0	7	B	B	0	0	0	0	0	0	0	0
50320	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50321	u	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
50322	u	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50323	u	0	0	0	1	0	0	0	0	0	7	B	B	0	B	B	B	B	B	B	B
50324	f	0	0	0	0	0	0	0	0	0	0	S	0	0	F	0	B	0	0	0	0
50337	f	0	0	0	0	0	0	0	0	0	0	S	0	0	0	0	0	0	0	0	0
51170	m	0	0	0	0	0	0	0	0	0	0	F	N	F	S	0	0	0	0	0	0
51190	f	0	0	0	0	0	0	0	0	0	0	S	0	S	0	0	B	F	0	F	0
51310	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F	S
51350	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F	0	S	0	0	0
51365	f	0	0	0	0	0	0	0	0	0	0	0	F	0	0	0	0	0	0	0	0
51401	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	F	B	B
51402	f	0	0	1	0	0	0	0	0	7	B	F	N	0	B	S	0	S	0	0	0
51403	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51405	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51406	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51407	f	0	0	1	0	0	0	0	0	0	B	B	B	0	0	0	0	0	0	0	B
51408	f	0	0	1	0	0	0	0	0	0	B	S	0	B	B	S	0	B	S	0	S
51409	m	0	0	1	0	0	0	0	0	0	B	S	0	B	S	0	B	S	0	F	0
51410	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51411	f	0	0	1	0	0	0	0	0	0	B	B	B	0	0	B	B	0	0	B	B
51412	u	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	N	0
51413	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51414	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51415	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51416	m	0	0	1	0	0	0	0	0	7	B	S	0	B	B	B	0	0	0	0	0
51417	f	0	0	1	0	0	0	0	0	0	B	N	0	0	0	0	0	0	0	0	0
51418	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51419	m	0	0	1	0	0	0	0	0	0	B	S	A	0	B	0	0	0	0	0	0
51420	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51421	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51422	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51423	f	0	0	1	0	0	0	0	0	0	B	0	0	0	0	0	0	0	0	0	0
51424	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51425	f	0	0	1	0	0	0	0	0	0	B	N	0	0	0	0	0	0	0	0	0
51426	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51427	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51428	f	0	0	1	0	0	0	0	0	0	B	B	N	F	0	0	0	0	0	0	0
51429	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51430	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51431	m	0	0	1	0	0	0	0	0	0	B	F	0	0	0	0	0	0	0	0	0
51432	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51433	u	0	0	1	0	0	0	0	0	0	0	B	B	0	0	B	0	B	B	0	B
51434	m	0	0	1	0	0	0	0	0	0	B	B	B	B	B	F	0	0	0	0	0
51435	m	0	0	1	0	0	0	0	0	0	B	F	B	0	0	0	0	0	0	0	0
51436	u	0	0	1	0	0	0	0	0	7	B	0	B	0	N	0	0	0	0	0	0
51437	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51438	m	0	0	1	0	0	0	0	0	0	B	0	B	0	N	0	0	0	0	0	0
51439	f	0	0	1	0	0	0	0	0	0	B	B	B	0	0	B	F	0	S	0	S
51440	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51441	f	0	0	1	0	0	0	0	0	0	B	B	B	0	S	0	0	0	0	0	0
51442	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51443	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51444	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51445	m	0	0	1	0	0	0	0	0	0	B	B	B	0	0	0	0	0	0	0	0
51446	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51452	f	0	0	0	0	0	0	0	0	0	0	S	0	B	0	S	0	F	B	F	B
51460	m	0	0	1	0	0	0	0	0	7	B	B	N	B	F	0	S	A	B	F	0
51461	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51462	u	0	0	1	0	0	0	0	0	0	0	0	N	0	0	0	0	0	0	N	0
51463	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51464	u	0	0	1	0	0	0	0	0	7	B	0	0	0	0	0	0	0	0	0	0
51465	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51466	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51467	m	0	0	1	0	0	0	0	0	0	B	B	N	B	S	0	B	F	0	B	S
51468	f	0	0	1	0	0	0	0	0	0	B	S	0	S	0	S	0	0	0	0	0
51469	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51470	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51471	f	0	0	1	0	0	0	0	0	0	B	S	0	S	0	F	0	0	0	0	0
51472	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51475	f	0	0	1	0	0	0	0	0	0	B	B	B	B	F	S	0	B	S	0	S
51476	m	0	0	1	0	0	0	0	0	0	B	B	B	F	0	B	B	F	B	0	B
51477	m	0	0	1	0	0	0	0	0	0	0	B	B	B	B	F	0	F	B	F	B
51478	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51479	m	0	0	1	0	0	0	0	0	0	B	B	B	F	S	0	B	F	F	S	0
51480	m	0	0	1	0	0	0	0	0	0	B	0	B	F	S	0	0	S	0	F	B
51481	u	0	0	1	0	0	0	0	0	7	0	0	N	0	0	0	0	0	0	N	0
51482	m	0	0	1	0	0	0	0	0	7	B	B	N	B	F	S	0	B	B	B	0
51483	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51484	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51485	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51486	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51487	m	0	0	1	0	0	0	0	0	0	B	S	0	0	0	0	0	0	0	0	0
51488	m	0	0	1	0	0	0	0	0	7	B	B	B	F	S	0	F	F	F	F	S
51489	m	0	0	1	0	0	0	0	0	0	B	F	F	0	F	0	S	0	0	0	0
51490	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51491	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51492	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51493	m	0	0	1	0	0	0	0	0	0	B	S	0	0	F	0	0	0	0	0	0
51494	m	0	0	1	0	0	0	0	0	0	B	B	B	B	B	B	B	B	B	B	N
51495	u	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
51496	f	0	0	1	0	0	0	0	0	0	B	S	0	B	S	0	S	0	S	0	S
51497	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51498	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51499	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51500	f	0	0	1	0	0	0	0	0	0	B	B	F	B	S	0	0	B	0	0	0
51547	f	0	0	0	0	0	0	0	0	0	0	F	0	0	B	F	0	0	0	0	0
51572	f	0	0	0	0	0	0	0	0	0	0	0	N	B	0	0	0	0	0	0	0
51574	f	0	0	0	0	0	0	0	0	0	0	0	N	B	S	0	0	0	0	0	0
51598	f	0	0	0	0	0	0	0	0	0	0	S	0	B	0	S	0	B	B	0	S
51608	f	0	0	0	0	0	0	0	0	0	0	F	N	0	0	0	0	0	0	0	N
51689	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51690	f	0	0	1	0	0	0	0	0	7	B	B	N	0	0	0	0	0	0	0	0
51701	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51702	u	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
51703	u	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51704	m	0	0	1	0	0	0	0	0	0	B	B	B	B	B	B	B	B	B	B	B
51705	m	0	0	1	0	0	0	0	0	0	B	B	B	0	S	0	B	B	S	A	B
